        21         21    3658928
        21         21    3897666
        21         21    5319670
        21         21    6064879
        21         21    8430533
        21         21    9903158
        21         21    9919866
        22         22    1523986
        22         22    1742449
        22         22    2505504
        22         22    3058789
        22         22    4179970
        22         22    5363361
        22         22    5610976
        22         22    6080932
        22         22    6944526
        22         22    7244915
        22         22    7359494
        22         22    8247566
        23         23    1072937
        23         23    1204725
        23         23    1468294
        23         23    1731843
        23         23    4470855
        23         23    4601672
        23         23    4831795
        23         23    5692282
        23         23    6868778
        23         23    7854112
        23         23    8430533
        23         23    9709506
        23         23    9817298
        24         24     519007
        24         24    1607835
        24         24    3512776
        24         24    7787911
        24         24    8015555
        24         24    9227021
        24         24    9250604
        24         24    9332076
        24         24    9798635
        25         25    1530044
        25         25    2251185
        25         25    2995345
        25         25    6107824
        25         25    6135695
        25         25    6251379
        25         25    7707520
        25         25    8843242
        25         25    8849245
        25         25    9436501
        25         25    9659167
        26         26    1325310
        26         26    3043273
        26         26    4533208
        26         26    5273972
        26         26    5363361
        26         26    7781294
        26         26    8591113
        26         26    8927740
        26         26    8976229
        26         26    9673235
        27         27    1057049
        27         27    1693740
        27         27    2149268
        27         27    2781716
        27         27    2870905
        27         27    4014227
        27         27    4601672
        27         27    5212441
        27         27    7854112
        27         27    8207725
        27         27    9709506
        28         28     778726
        28         28    1262168
        28         28    1938482
        29         29    1318687
        29         29    2014824
        29         29    3849023
        29         29    4601672
        29         29    4697645
        29         29    4801259
        29         29    4810285
        29         29    5156051
        29         29    6857715
        29         29    9445859
        30         30     558615
        30         30    2156620
        30         30    3414611
        31         31     358935
        31         31     519007
        31         31    1325310
        31         31    1951003
        31         31    2125211
        31         31    2520300
        31         31    2641668
        31         31    3300137
        31         31    3512776
        31         31    7787911
        31         31    7795466
        31         31    8925957
        31         31    9332076
        31         31    9798635
        32         32     762581
        32         32    2520300
        32         32    3459723
        32         32    5311138
        32         32    5513784
        32         32    6249996
        32         32    7000535
        32         32    7795466
        32         32    8925957
        32         32    9043350
        32         32    9489898
        33         33    1330674
        33         33    3043002
        33         33    3305953
        33         33    4241366
        33         33    4591446
        33         33    7151693
        33         33    8500608
        33         33    9835561
        34         34    1607835
        34         34    3852137
        34         34    6767666
        34         34    7224971
        34         34    7942267
        34         34    8015555
        34         34    8376714
        34         34    9227021
        34         34    9250604
        35         35    3849023
        35         35    3972906
        35         35    5162198
        35         35    5426871
        35         35    9346024
        36         36     154675
        36         36    5122443
        36         36    8172612
        36         36    8971732
        36         36    9030050
        37         37    1468294
        37         37    2173800
        37         37    2174173
        37         37    2653201
        37         37    3658928
        37         37    6813857
        37         37    7607295
        37         37    7647557
        37         37    8430533
        38         38     265444
        38         38     543005
        38         38    1335504
        38         38    4456681
        38         38    4643536
        38         38    4694326
        38         38    5872053
        38         38    5951354
        38         38    6414201
        38         38    7418419
        38         38    7512263
        38         38    8500608
        38         38    9379021
        38         38    9835561
        39         39     983293
        39         39    2204378
        39         39    4190023
        39         39    6619487
        39         39    7904595
        39         39    8852407
        40         40    1983823
        40         40    3207155
        40         40    7442588
        40         40    9081730
        41         41    1726848
        41         41    3535303
        41         41    4601672
        41         41    5300070
        41         41    5934131
        41         41    7854112
        41         41    9176521
        41         41    9709506
        42         42     611627
        42         42    1330674
        42         42    3305953
        42         42    3683228
        42         42    4241366
        42         42    7151693
        42         42    8262635
        42         42    9786994
        43         43    1647759
        43         43    3265717
        43         43    3849023
        43         43    4291060
        43         43    4810285
        43         43    5149575
        43         43    5156051
        43         43    9223996
        44         44     356887
        44         44     519007
        44         44    3512776
        44         44    4241366
        44         44    7787911
        44         44    9798635
        45         45    2390611
        45         45    3243187
        45         45    4509207
        45         45    4831795
        45         45    5426650
        45         45    5803354
        45         45    6004953
        45         45    6249996
        45         45    6472773
        45         45    8608215
        45         45    9235150
        45         45    9446803
        46         46     477007
        46         46    1152023
        46         46    2383124
        46         46    4864868
        46         46    5104207
        46         46    7089769
        46         46    7298086
        46         46    7668108
        46         46    8854193
        47         47     356887
        47         47    1671752
        47         47    3054240
        47         47    3858279
        47         47    4408096
        47         47    4536650
        47         47    5302972
        47         47    6566917
        47         47    7555785
        48         48     356887
        48         48    1137183
        48         48    3445422
        48         48    4547033
        48         48    4680901
        48         48    5750950
        48         48    6251379
        48         48    6767666
        48         48    7224971
        48         48    7510992
        48         48    7818855
        48         48    8266483
        48         48    8285249
        48         48    8849245
        49         49    1693740
        49         49    2088931
        49         49    2649455
        49         49    4576622
        49         49    4887974
        49         49    6884295
        49         49    7402672
        49         49    8207725
        49         49    9903158
        50         50    2269245
        50         50    2418903
        50         50    3258796
        50         50    4813350
        50         50    4868166
        50         50    5803354
        50         50    5915173
        50         50    6747510
        50         50    7217524
        50         50    7536559
        50         50    7699467
        50         50    7726391
        50         50    7836648
        50         50    9446803
        50         50    9540883
        51         51    2125211
        51         51    2149268
        51         51    2641668
        51         51    2951820
        51         51    3963034
        51         51    4515495
        51         51    4588183
        51         51    6514085
        51         51    6687135
        51         51    7192114
        52         52    1607835
        52         52    2917043
        52         52    5192264
        52         52    6384073
        52         52    7104728
        52         52    8015555
        52         52    8639747
        52         52    9227021
        52         52    9250604
        53         53    1204725
        53         53    5181345
        53         53    5803354
        53         53    6472773
        53         53    7266270
        53         53    7813331
        53         53    8430533
        53         53    9446803
        53         53    9852901
        54         54    1650896
        54         54    2562158
        54         54    3849023
        54         54    4509207
        54         54    5156051
        54         54    7090502
        55         55    1152023
        55         55    2383124
        55         55    5803354
        55         55    7089769
        55         55    7394277
        55         55    9446803
        56         56    2369711
        56         56    3540785
        56         56    4553156
        56         56    5692282
        56         56    6733377
        56         56    6868778
        56         56    7021819
        56         56    7143185
        56         56    7485355
        56         56    7838446
        56         56    9163121
        56         56    9867106
        57         57    3852137
        57         57    4868166
        57         57    6747510
        57         57    7699467
        57         57    7726391
        57         57    7836648
        57         57    8376714
        57         57    8639747
        57         57    9540883
        58         58     917940
        58         58    1100605
        58         58    2204378
        58         58    2516114
        58         58    3147266
        58         58    4383725
        58         58    6619487
        58         58    7379919
        58         58    7904595
        58         58    7994224
        58         58    8773669
        58         58    8852407
        58         58    8904624
        58         58    9611151
        59         59     375772
        59         59    2596035
        59         59    3054240
        59         59    3635162
        59         59    3858279
        59         59    5302972
        59         59    7914737
        59         59    8094554
        59         59    9189489
        59         59    9750362
        60         60    1107723
        60         60    3058789
        60         60    3445422
        60         60    5561624
        60         60    7244915
        60         60    7818855
        60         60    8032149
        60         60    8285249
        61         61     865652
        61         61    1335504
        61         61    1435094
        61         61    1468294
        61         61    1933436
        61         61    2544014
        61         61    2873241
        61         61    4601672
        61         61    6165708
        61         61    6300974
        61         61    7586194
        61         61    7854112
        61         61    8162076
        61         61    9566729
        61         61    9661339
        61         61    9709506
        61         61    9890949
        62         62    2922749
        62         62    3043273
        62         62    5147734
        62         62    5555992
        62         62    7021819
        62         62    7143185
        62         62    7512263
        62         62    8283551
        62         62    8927740
        62         62    8976229
        62         62    9163121
        62         62    9379021
        62         62    9867106
        63         63    1057049
        63         63    2173800
        63         63    2781716
        63         63    4014227
        63         63    4574896
        63         63    5212441
        63         63    6300974
        63         63    6747510
        63         63    7699467
        63         63    7726391
        63         63    7836648
        63         63    8827280
        63         63    9540883
        63         63    9661339
        64         64     126394
        64         64     865652
        64         64    1650896
        64         64    2562158
        64         64    2873241
        64         64    4214833
        64         64    4509207
        64         64    5566811
        64         64    5730446
        64         64    6634166
        64         64    7090502
        64         64    7586194
        64         64    9543366
        65         65    1153231
        65         65    2105527
        65         65    2269245
        65         65    6306362
        65         65    7217524
        65         65    8189158
        65         65    8625526
        66         66     213553
        66         66     877069
        66         66    4110228
        66         66    9156870
        67         67     154675
        67         67    4152500
        67         67    4436309
        67         67    5653106
        67         67    6104826
        67         67    6150853
        67         67    8176685
        67         67    8819211
        67         67    8971732
        67         67    9030050
        68         68    1650896
        68         68    2562158
        68         68    4509207
        68         68    6107824
        68         68    7090502
        68         68    8843242
        68         68    9659167
        69         69      20254
        69         69      98060
        69         69     657480
        69         69     711494
        69         69    1934812
        69         69    2150631
        69         69    2339559
        69         69    2557731
        69         69    3006002
        69         69    3112270
        69         69    5148489
        69         69    5235058
        69         69    6383984
        69         69    7425929
        69         69    9149787
        70         70    1010577
        70         70    2475849
        70         70    4868166
        70         70    5692282
        70         70    6316434
        70         70    6747510
        70         70    6868778
        70         70    7181567
        70         70    7217524
        70         70    7451474
        70         70    7699467
        70         70    7726391
        70         70    7836648
        70         70    8559231
        70         70    9540883
        71         71     877069
        71         71    2358636
        71         71    3113676
        71         71    4110228
        71         71    7696213
        71         71    8358595
        72         72     692000
        72         72    1345545
        72         72    3801387
        72         72    4114200
        72         72    5141938
        72         72    6733377
        72         72    6772906
        72         72    6806907
        72         72    9747887
        73         73     477007
        73         73    4864868
        73         73    5104207
        73         73    7021819
        73         73    7143185
        73         73    7298086
        73         73    7668108
        73         73    8854193
        73         73    9163121
        73         73    9867106
        74         74    1108653
        74         74    2619822
        74         74    2996603
        74         74    3252701
        74         74    3329325
        74         74    3612088
        74         74    4167809
        74         74    8950453
        75         75     356887
        75         75     440787
        75         75    2801552
        75         75    3348838
        75         75    3710464
        75         75    3978657
        75         75    4664314
        75         75    4729830
        75         75    7709848
        75         75    7861097
        75         75    8510819
        76         76     331912
        76         76    1983823
        76         76    3207155
        76         76    3426819
        76         76    6624409
        76         76    7442588
        76         76    9081730
        77         77     356887
        77         77    3445422
        77         77    4553156
        77         77    4831795
        77         77    6304270
        77         77    7729720
        77         77    7991484
        77         77    8285249
        77         77    8287804
        77         77    8768923
        77         77    8806545
        77         77    9235150
        77         77    9817298
        78         78      22443
        78         78    1204725
        78         78    1731843
        78         78    3624679
        78         78    8411386
        78         78    8430533
        78         78    8971732
        78         78    9030050
        79         79     642843
        79         79     917940
        79         79    4450791
        79         79    5675134
        80         80    1107723
        80         80    3589430
        80         80    4341521
        80         80    4440196
        80         80    4671122
        80         80    4703479
        80         80    6688067
        80         80    7831428
        80         80    9823603
        81         81     356887
        81         81     519007
        81         81    1008425
        81         81    1067064
        81         81    2002245
        81         81    2378426
        81         81    3512776
        81         81    4081353
        81         81    5400142
        81         81    7787911
        81         81    8792966
        81         81    9332076
        81         81    9798635
        82         82     564298
        82         82     865652
        82         82    2543105
        82         82    2873241
        82         82    5273972
        82         82    5680669
        82         82    5945370
        82         82    7586194
        82         82    7942267
        82         82    8315672
        83         83     257150
        83         83     341938
        83         83    1435094
        83         83    1464367
        83         83    1933436
        83         83    5067054
        83         83    7924168
        83         83    9890949
        84         84     917940
        84         84    1100605
        84         84    1904687
        84         84    2516114
        84         84    3327656
        84         84    3772492
        84         84    4383725
        84         84    5107156
        84         84    6272792
        84         84    6535859
        84         84    7379919
        84         84    7776951
        84         84    8677445
        84         84    9611151
        85         85     657480
        85         85     734601
        85         85    1891858
        85         85    3821869
        85         85    4437203
        85         85    7220239
        85         85    8269407
        85         85    8304354
        85         85    8798873
        86         86    1152023
        86         86    1201931
        86         86    1512812
        86         86    3741380
        86         86    4014510
        86         86    7039307
        86         86    7699467
        86         86    7824340
        86         86    8019636
        86         86    8358595
        86         86    9919866
        87         87     830730
        87         87    1325459
        87         87    2072738
        87         87    2443023
        87         87    3155711
        87         87    3265717
        87         87    3605088
        87         87    4391428
        87         87    5149575
        87         87    6062683
        87         87    8738143
        87         87    9453579
        88         88    3299026
        88         88    3512776
        88         88    4728000
        88         88    5901841
        88         88    7787911
        88         88    9332076
        88         88    9798635
        88         88    9821288
        89         89    3520728
        89         89    6221718
        89         89    6467661
        89         89    9885003
        90         90     287186
        90         90     582416
        90         90    2159571
        90         90    2246297
        90         90    3198820
        90         90    3520728
        90         90    3799186
        90         90    4372822
        90         90    4408096
        90         90    6221718
        90         90    6375308
        90         90    6467661
        90         90    7845220
        90         90    8299097
        90         90    9885003
        91         91    5363361
        91         91    6664215
        91         91    7668108
        91         91    8054114
        91         91    8495879
        91         91    9098239
        91         91    9710749
        92         92     899868
        92         92    2358636
        92         92    3113676
        92         92    3258796
        92         92    3544228
        92         92    4680901
        92         92    4813350
        92         92    4889516
        92         92    5403563
        92         92    5750950
        92         92    5803354
        92         92    5915173
        92         92    7482803
        92         92    7536559
        92         92    7696213
        92         92    8358595
        92         92    9446803
        92         92    9709506
        93         93     253125
        93         93     358935
        93         93    1951003
        93         93    2358636
        93         93    3113676
        93         93    3265717
        93         93    3300137
        93         93    3523421
        93         93    4589085
        93         93    5149575
        93         93    7696213
        93         93    8358595
        94         94     877069
        94         94    1345545
        94         94    4044047
        94         94    4110228
        94         94    4560119
        94         94    6467661
        94         94    6664215
        94         94    7466511
        94         94    7668108
        94         94    7691059
        94         94    9098239
        94         94    9661339
        94         94    9747887
        94         94    9885003
        95         95    2712802
        95         95    3544228
        95         95    4679849
        95         95    5149575
        95         95    5311138
        95         95    6279078
        95         95    6747510
        95         95    6767666
        95         95    7726391
        95         95    7836648
        95         95    9489898
        95         95    9540883
        96         96     375772
        96         96     745175
        96         96     762581
        96         96    3635162
        96         96    4343154
        96         96    5637348
        96         96    8094554
        96         96    9189489
        96         96    9482301
        96         96    9750362
        97         97     247334
        97         97     657480
        97         97     734601
        97         97    1841603
        97         97    2450631
        97         97    3945513
        97         97    4437203
        97         97    4702729
        97         97    5645259
        97         97    5803354
        97         97    6472773
        97         97    7220239
        97         97    8304354
        97         97    9446803
        98         98     346082
        98         98     813026
        98         98     865652
        98         98    1298174
        98         98    2456244
        98         98    2873241
        98         98    4927906
        98         98    5840980
        98         98    7586194
        98         98    7682307
        98         98    8937619
        99         99     356887
        99         99     668075
        99         99     944795
        99         99    1468294
        99         99    2204378
        99         99    6619487
        99         99    7904595
        99         99    8738143
        99         99    8852407
        99         99    8950453
        99         99    9710749
        99         99    9931508
       100        100      98060
       100        100     875724
       100        100    1934812
       100        100    3112270
       100        100    5235058
       100        100    5680669
       100        100    7425929
       101        101    1204725
       101        101    3852137
       101        101    5181345
       101        101    7266270
       101        101    7813331
       101        101    8376714
       101        101    8430533
       101        101    9852901
       102        102      98096
       102        102     257150
       102        102     278043
       102        102    1464367
       102        102    5067054
       102        102    5077258
       102        102    6659932
       102        102    6868778
       102        102    7924168
       102        102    7956475
       102        102    8659741
       102        102    9857492
       103        103     519007
       103        103    1158189
       103        103    2557731
       103        103    5235051
       103        103    6383984
       103        103    6517305
       103        103    7989724
       103        103    9962313
       104        104     680167
       104        104    1042239
       104        104    1199701
       104        104    3070681
       104        104    3598614
       104        104    3796601
       104        104    4526802
       104        104    6062683
       104        104    6193090
       104        104    6803838
       104        104    7488214
       104        104    8773669
       104        104    9184768
       104        104    9648954
       105        105      20254
       105        105     519007
       105        105     983293
       105        105    1010577
       105        105    2339559
       105        105    4190023
       105        105    5148489
       105        105    5311138
       105        105    6249996
       105        105    6767666
       105        105    7181567
       105        105    7217524
       105        105    9149787
       105        105    9310318
       105        105    9903158
       105        105    9919866
       106        106     225398
       106        106     243281
       106        106     706958
       106        106     877069
       106        106    3516180
       106        106    4110228
       106        106    4425430
       106        106    5458500
       106        106    7216299
       107        107     253125
       107        107     642255
       107        107    3523421
       107        107    4589085
       107        107    5639402
       107        107    5707096
       107        107    7726850
       107        107    9543366
       108        108    1137183
       108        108    3043002
       108        108    3265717
       108        108    4547033
       108        108    5149575
       108        108    7377897
       108        108    7510992
       109        109    1607835
       109        109    2875294
       109        109    5692282
       109        109    5803354
       109        109    5872053
       109        109    6472773
       109        109    6868778
       109        109    7873511
       109        109    9446803
       110        110     923877
       110        110    1067064
       110        110    2378426
       110        110    4343154
       110        110    4889516
       110        110    5004204
       110        110    5400142
       110        110    5403563
       110        110    5637348
       110        110    6932487
       110        110    7482803
       110        110    8269407
       111        111     918618
       111        111    1236221
       111        111    2358636
       111        111    2495465
       111        111    3113676
       111        111    5692282
       111        111    5803354
       111        111    5881209
       111        111    6472773
       111        111    6868778
       111        111    7142204
       111        111    7696213
       111        111    7965597
       111        111    8358595
       111        111    9446803
       112        112    1410666
       112        112    2088931
       112        112    3378288
       112        112    4460853
       112        112    5040278
       112        112    5319670
       112        112    5944195
       112        112    6342564
       112        112    6767666
       112        112    7067335
       112        112    7224971
       112        112    7245893
       112        112    7559231
       112        112    9903158
       112        112    9919866
       113        113    1107723
       113        113    1158189
       113        113    1192809
       113        113    3376788
       113        113    4440196
       113        113    4629334
       113        113    4703479
       113        113    6087878
       113        113    6688067
       113        113    6702966
       113        113    7690175
       113        113    9931508
       114        114    1523986
       114        114    1742449
       114        114    5610976
       114        114    6944526
       115        115     564298
       115        115    1330674
       115        115    2543105
       115        115    2917043
       115        115    3305953
       115        115    4241366
       115        115    5192264
       115        115    5680669
       115        115    5945370
       115        115    6384073
       115        115    7151693
       115        115    7942267
       116        116     243281
       116        116    5680669
       116        116    6609486
       116        116    7216299
       116        116    8403369
       117        117    1204725
       117        117    5181345
       117        117    7266270
       117        117    7813331
       117        117    8430533
       117        117    9852901
       118        118    4341521
       118        118    5363361
       118        118    6302530
       118        118    7298386
       118        118    7781294
       118        118    7922642
       118        118    8185016
       118        118    8288259
       118        118    8620166
       118        118    8648491
       119        119    1204725
       119        119    2105527
       119        119    4560119
       119        119    5181345
       119        119    6107824
       119        119    7266270
       119        119    7691059
       119        119    7813331
       119        119    8430533
       119        119    8495879
       119        119    8843242
       119        119    9659167
       119        119    9661339
       119        119    9710749
       119        119    9852901
       120        120    1607835
       120        120    3243187
       120        120    3704975
       120        120    5426650
       120        120    7699467
       120        120    7749502
       120        120    8015555
       120        120    8547708
       120        120    9227021
       120        120    9250604
       120        120    9847414
       121        121     564298
       121        121    1008425
       121        121    1204725
       121        121    2002245
       121        121    2544014
       121        121    3886700
       121        121    4081353
       121        121    5181345
       121        121    7266270
       121        121    7359494
       121        121    7382085
       121        121    7693415
       121        121    7813331
       121        121    7942267
       121        121    8430533
       121        121    9852901
       122        122      98060
       122        122    1345545
       122        122    1934812
       122        122    3112270
       122        122    5235058
       122        122    7425929
       122        122    9747887
       123        123     154675
       123        123     762581
       123        123    2358636
       123        123    2520300
       123        123    3113676
       123        123    4533208
       123        123    5273972
       123        123    7696213
       123        123    7795466
       123        123    8358595
       123        123    8591113
       123        123    8925957
       123        123    8971732
       123        123    9030050
       123        123    9673235
       124        124    4044047
       124        124    5141938
       124        124    6772906
       124        124    6806907
       124        124    7466511
       125        125    2917043
       125        125    3544228
       125        125    4624529
       125        125    4679849
       125        125    5149575
       125        125    5192264
       125        125    6279078
       125        125    6384073
       125        125    9934607
       126        126    2204378
       126        126    2570976
       126        126    2636768
       126        126    3265249
       126        126    4425430
       126        126    4576622
       126        126    5513784
       126        126    5618684
       126        126    6027630
       126        126    6619487
       126        126    7904595
       126        126    8852407
       127        127    1650896
       127        127    2562158
       127        127    3540785
       127        127    4509207
       127        127    4553156
       127        127    7090502
       127        127    7485355
       127        127    8288259
       127        127    8620166
       127        127    8648491
       128        128    1260245
       128        128    2917043
       128        128    6384073
       128        128    9347225
       129        129     782585
       129        129     959048
       129        129    1107723
       129        129    2265941
       129        129    5656560
       129        129    6360953
       129        129    7023631
       129        129    8444503
       129        129    8527380
       130        130    2358636
       130        130    3113676
       130        130    3445422
       130        130    3849023
       130        130    4810285
       130        130    5156051
       130        130    7696213
       130        130    7722060
       130        130    7818855
       130        130    8285249
       130        130    8358595
       130        130    9346024
       131        131      67590
       131        131    1650896
       131        131    2562158
       131        131    4509207
       131        131    5122443
       131        131    5680669
       131        131    7090502
       131        131    7729720
       131        131    8172612
       131        131    8768923
       132        132     981232
       132        132    5681120
       132        132    6738417
       132        132    6976631
       132        132    9927060
       133        133    2173800
       133        133    2174173
       133        133    2653201
       133        133    4257391
       133        133    4284537
       133        133    5692282
       133        133    6813857
       133        133    6868778
       133        133    7607295
       133        133    7861097
       134        134    1345545
       134        134    2088931
       134        134    2911504
       134        134    3043002
       134        134    4530489
